 

stn;time;gre000d0;p06stads;tre200d0;rre150d0;ure200d0;sre000d0;fkl010d0
CDF;20171024;136;908.8;8.1;0.0;87.7;510;0.6
CDF;20171025;137;908.3;10.3;0.0;83.1;530;0.7
CDF;20171026;125;910.2;10.2;0.0;78.4;455;1.1
CDF;20171027;29;908.0;8.1;1.0;88.3;30;2.4
CDF;20171028;104;910.4;2.7;0.0;87.9;272;1.6
CDF;20171029;18;902.8;4.3;8.0;91.9;0;3.4
CDF;20171030;106;903.7;2.0;0.0;81.0;304;4.8
CDF;20171031;128;906.5;2.9;0.0;70.1;550;1.4
CDF;20171101;116;906.4;5.4;0.0;68.1;528;0.5
CDF;20171102;67;902.5;7.8;0.0;76.4;107;3.1
CDF;20171103;116;900.8;8.4;0.0;80.5;504;0.8
CDF;20171104;49;897.7;9.5;10.3;79.9;48;1.7
CDF;20171105;16;892.7;3.7;17.1;92.2;0;2.6
CDF;20171106;16;899.2;0.2;0.0;92.0;0;5.3
CDF;20171107;35;899.3;0.9;0.1;95.3;0;2.6
CDF;20171108;42;897.9;1.0;0.2;93.5;0;1.3
CDF;20171109;24;902.7;1.1;0.0;92.8;0;1.8
CDF;20171110;27;906.0;2.0;6.6;91.9;0;3.0
CDF;20171111;20;902.5;4.5;34.8;92.5;0;4.7
CDF;20171112;10;894.2;3.8;27.1;92.5;0;4.7
CDF;20171113;58;894.1;-0.7;2.1;90.4;10;3.0
CDF;20171114;80;903.5;-1.5;0.0;87.5;292;2.9
CDF;20171115;105;904.2;-1.4;0.0;69.0;489;2.7
CDF;20171116;95;902.6;-3.5;0.0;80.9;346;0.3
CDF;20171117;90;904.9;2.0;0.0;81.8;352;3.1
CDF;20171118;52;904.3;0.2;1.5;88.0;23;2.1
CDF;20171119;35;901.2;-0.6;3.7;93.0;0;2.2
CDF;20171120;78;904.9;-1.4;0.0;85.8;269;1.4
CDF;20171121;81;903.2;3.6;0.0;78.9;306;1.5
CDF;20171122;92;899.7;5.6;0.0;62.5;478;1.2
CDF;20171123;67;896.6;8.6;0.0;57.3;214;2.7
CDF;20171124;44;899.5;8.1;8.2;75.3;104;2.4
CDF;20171125;23;894.4;1.6;8.6;90.3;0;3.3
CDF;20171126;37;905.4;-2.2;0.7;88.0;1;2.4
CDF;20171127;52;908.5;-1.0;0.0;85.6;4;2.3
CDF;20171128;26;896.6;0.1;6.8;88.1;0;4.0
CDF;20171129;34;888.5;-1.8;1.9;88.8;0;1.5
CDF;20171130;29;889.5;-3.0;4.2;89.1;0;2.7
CDF;20171201;72;890.2;-6.3;0.0;86.8;214;1.9
CDF;20171202;89;897.5;-4.2;0.0;82.1;339;5.9
CDF;20171203;83;903.8;-6.0;0.0;85.0;425;1.3
CDF;20171204;31;910.3;-1.4;0.4;93.4;0;1.3
CDF;20171205;79;915.7;-3.1;0.0;93.1;429;0.1
CDF;20171206;81;913.9;-4.5;0.0;93.2;445;0.2
CDF;20171207;81;907.9;-0.3;9.1;72.1;445;1.6
CDF;20171208;33;897.1;-0.5;15.5;88.2;31;4.3
CDF;20171209;34;898.1;-6.4;3.0;85.5;17;2.1
CDF;20171210;8;886.3;-0.3;20.7;85.3;0;4.1
CDF;20171211;7;869.4;3.3;28.7;89.1;0;4.5
CDF;20171212;27;888.6;-3.0;3.0;88.8;0;2.8
CDF;20171213;49;899.3;-2.1;7.0;83.3;167;3.4
CDF;20171214;14;888.7;1.4;26.2;90.2;0;5.7
CDF;20171215;32;883.9;-0.9;5.1;88.5;10;2.9
CDF;20171216;25;888.9;-1.9;10.4;90.3;0;1.5
CDF;20171217;31;902.7;-3.9;2.7;87.5;0;1.1
CDF;20171218;32;902.7;-2.6;4.0;92.1;0;1.3
CDF;20171219;30;910.7;-1.5;0.3;92.3;0;0.7
CDF;20171220;39;912.5;-0.9;0.2;95.5;0;0.3
CDF;20171221;53;915.3;-0.7;0.7;95.0;104;0.4
CDF;20171222;31;915.7;1.6;1.6;96.8;0;0.5
CDF;20171223;74;915.9;0.5;0.0;95.8;416;0.4
CDF;20171224;76;913.0;-2.8;0.0;89.6;436;0.5
CDF;20171225;74;905.4;-0.3;0.0;71.8;425;1.5
CDF;20171226;37;893.6;2.1;1.2;74.7;120;4.2
CDF;20171227;22;876.3;0.8;9.7;85.8;0;5.3
CDF;20171228;34;882.9;-4.2;0.6;86.2;19;2.8
CDF;20171229;42;894.1;-2.8;8.9;82.1;128;2.7
CDF;20171230;22;892.5;4.2;13.0;93.8;0;5.1
CDF;20171231;52;900.8;4.8;5.1;80.9;192;2.8
CDF;20180101;39;898.0;1.4;7.8;86.7;30;5.9
CDF;20180102;41;898.9;1.2;3.3;87.3;1;3.9
CDF;20180103;12;890.1;3.9;16.8;88.0;0;6.9
CDF;20180104;8;891.3;5.5;44.4;92.9;0;6.2
CDF;20180105;34;889.8;5.6;4.6;87.1;86;3.2
CDF;20180106;78;888.5;3.8;0.1;89.3;401;0.6
CDF;20180107;31;893.8;2.6;0.0;87.8;0;0.9
CDF;20180108;67;898.2;4.8;0.0;71.1;182;1.0
CDF;20180109;41;893.8;4.5;0.0;72.6;48;2.5
CDF;20180110;22;895.0;1.9;1.1;78.8;0;2.1
CDF;20180111;53;895.0;1.4;4.2;92.8;92;0.7
CDF;20180112;21;902.4;0.7;0.0;89.8;1;2.9
CDF;20180113;85;902.0;-0.5;0.0;78.5;461;0.9
CDF;20180114;72;899.7;-1.9;0.0;77.5;283;0.4
CDF;20180115;55;901.4;0.9;3.0;77.1;123;4.3
CDF;20180116;17;889.2;3.1;23.8;88.8;0;7.8
CDF;20180117;29;889.2;-1.0;8.0;83.9;6;6.3
CDF;20180118;16;896.1;1.7;26.0;90.8;0;6.1
CDF;20180119;56;895.4;0.2;3.6;88.0;29;4.1
CDF;20180120;41;896.4;0.9;31.8;88.7;0;5.0
CDF;20180121;21;894.7;1.4;27.5;93.5;0;2.4
CDF;20180122;15;897.7;5.4;39.8;93.3;0;4.6
CDF;20180123;41;907.2;1.9;0.0;91.1;11;1.8
CDF;20180124;92;908.7;6.2;0.0;66.6;474;1.8
CDF;20180125;61;901.5;5.8;0.1;64.4;200;1.4
CDF;20180126;18;897.2;1.9;15.0;93.2;0;0.7
CDF;20180127;59;907.8;1.6;0.0;93.1;35;1.7
CDF;20180128;66;917.1;2.3;0.1;88.3;64;1.3
CDF;20180129;88;916.1;3.4;0.0;94.7;256;2.2
CDF;20180130;43;912.0;3.0;0.0;89.2;1;0.9
CDF;20180131;61;903.5;3.1;12.5;80.9;46;3.1
CDF;20180201;42;888.2;-1.0;2.3;88.1;0;2.5
CDF;20180202;80;890.3;-4.2;0.2;89.2;121;1.0
CDF;20180203;46;889.4;-4.7;0.4;88.2;0;1.1
CDF;20180204;78;892.4;-5.1;0.0;84.0;131;0.5
CDF;20180205;54;897.2;-2.1;0.0;79.4;0;1.7
CDF;20180206;102;893.1;-1.2;0.0;83.9;281;0.5
CDF;20180207;37;890.9;-3.3;1.8;91.8;0;0.9
CDF;20180208;66;896.9;-3.3;0.0;90.7;9;2.0
CDF;20180209;88;897.0;-2.8;0.5;84.6;119;1.9
CDF;20180210;42;897.3;-3.6;0.2;88.4;0;1.7
CDF;20180211;46;893.4;-1.3;10.0;88.3;0;3.0
CDF;20180212;72;894.8;-5.2;0.6;85.6;42;1.6
CDF;20180213;146;896.6;-8.4;0.0;77.4;523;0.5
CDF;20180214;110;894.2;-3.0;0.0;77.1;284;1.0
CDF;20180215;35;896.9;3.2;23.0;90.2;0;2.8
CDF;20180216;69;904.8;3.8;1.8;94.6;0;1.2
CDF;20180217;18;897.7;2.5;12.8;91.3;0;2.6
CDF;20180218;69;903.8;-2.6;0.0;88.6;2;1.9
CDF;20180219;105;898.9;-2.8;0.0;86.0;163;0.8
CDF;20180220;129;894.1;-3.1;0.0;82.8;281;2.6
CDF;20180221;67;894.9;-4.4;0.0;77.7;56;6.7
CDF;20180222;30;890.9;-5.7;0.0;84.0;0;6.7
CDF;20180223;46;890.3;-5.8;0.0;86.0;0;4.4
CDF;20180224;97;890.6;-4.7;0.0;84.2;92;4.4
CDF;20180225;164;893.4;-7.8;0.0;66.7;510;6.7
CDF;20180226;174;894.0;-11.8;0.0;55.7;565;7.3
CDF;20180227;140;890.8;-13.0;0.0;68.4;326;4.6
CDF;20180228;137;889.8;-8.6;4.6;57.3;379;2.6
CDF;20180301;49;882.1;-0.6;4.0;88.7;0;1.6
CDF;20180302;61;873.3;-2.0;2.8;89.7;0;2.1
CDF;20180303;57;877.2;0.0;0.9;87.4;0;1.3
CDF;20180304;142;883.0;2.5;3.2;74.6;292;1.4
CDF;20180305;171;880.7;2.9;0.0;81.2;534;0.7
CDF;20180306;58;876.3;1.3;9.1;93.4;0;1.1
CDF;20180307;96;881.4;1.1;9.5;86.6;55;4.1
CDF;20180308;186;890.8;2.5;0.0;72.0;525;2.5
CDF;20180309;120;893.6;5.7;2.7;61.9;34;2.3
CDF;20180310;56;890.0;6.9;3.8;83.4;10;3.0
CDF;20180311;34;884.4;6.0;7.8;78.7;0;2.0
CDF;20180312;77;882.5;3.9;15.0;88.0;26;4.2
CDF;20180313;55;890.8;1.3;16.4;91.6;0;3.7
CDF;20180314;193;895.7;2.7;0.0;82.4;401;0.9
CDF;20180315;56;881.4;3.9;2.3;73.8;2;2.1
CDF;20180316;115;886.4;3.4;1.0;84.7;125;1.5
CDF;20180317;45;880.8;1.7;6.3;91.0;0;1.8
CDF;20180318;69;878.8;0.3;1.1;91.2;0;1.2
CDF;20180319;77;886.5;-1.9;0.1;90.8;0;2.0
CDF;20180320;133;890.4;-4.1;0.0;83.8;158;5.5
CDF;20180321;134;902.0;-4.4;0.0;76.1;77;4.5
CDF;20180322;171;902.2;-3.6;1.1;73.9;321;1.7
CDF;20180323;164;893.1;0.5;0.0;84.6;193;1.0
CDF;20180324;233;881.6;2.6;0.0;69.3;572;1.3
CDF;20180325;116;887.9;3.2;0.4;80.4;119;0.9
CDF;20180326;77;895.2;1.6;1.8;83.2;19;0.9
CDF;20180327;109;899.3;2.8;18.4;84.9;45;2.8
CDF;20180328;58;894.8;5.7;29.3;90.1;0;4.5
CDF;20180329;70;891.1;1.2;1.5;90.6;88;1.3
CDF;20180330;91;886.8;2.0;14.5;83.9;150;1.3
CDF;20180331;134;883.0;1.6;6.2;90.0;189;0.8
CDF;20180401;93;893.3;-0.1;1.8;90.0;16;3.0
CDF;20180402;152;894.5;5.1;0.0;65.5;153;1.3
CDF;20180403;196;891.2;10.1;0.0;50.1;414;3.5
CDF;20180404;106;889.8;6.4;11.8;76.7;226;3.5
CDF;20180405;118;896.8;4.0;2.2;87.1;84;3.4
CDF;20180406;272;900.6;8.0;0.0;57.9;695;1.6
CDF;20180407;218;897.9;12.5;0.0;44.6;486;1.5
CDF;20180408;222;893.3;12.5;0.0;54.5;426;1.5
CDF;20180409;140;890.8;9.6;0.9;76.0;192;1.6
CDF;20180410;65;887.9;4.4;1.9;88.8;87;1.2
CDF;20180411;193;889.6;7.4;0.0;64.9;333;3.2
CDF;20180412;256;884.6;8.4;0.0;63.1;548;1.5
CDF;20180413;179;891.6;7.0;0.0;72.0;274;2.4
CDF;20180414;205;902.1;9.0;0.0;66.5;299;1.3
CDF;20180415;214;898.4;10.0;6.4;78.7;436;1.3
CDF;20180416;155;898.4;9.3;0.0;78.2;167;1.2
CDF;20180417;264;906.6;10.6;0.0;66.1;640;1.4
CDF;20180418;299;911.2;13.8;0.0;46.9;716;3.0
CDF;20180419;275;911.6;14.0;0.0;58.6;675;1.1
CDF;20180420;291;908.9;14.5;0.0;58.4;740;1.0
CDF;20180421;293;906.4;15.0;0.0;58.3;698;0.7
CDF;20180422;214;903.1;14.7;0.0;58.1;487;1.6
CDF;20180423;123;902.8;11.4;0.7;74.0;83;1.6
CDF;20180424;300;904.8;11.5;0.0;72.6;648;1.6
CDF;20180425;212;901.0;11.9;0.2;74.1;339;4.5
CDF;20180426;211;903.6;6.8;0.0;73.1;276;2.1
CDF;20180427;318;896.1;10.9;0.4;57.4;740;2.6
CDF;20180428;209;898.2;11.2;1.2;79.0;285;1.2
CDF;20180429;217;892.8;13.8;1.3;64.2;415;2.7
CDF;20180430;259;890.7;7.3;2.2;70.6;473;5.7
CDF;20180501;146;896.3;5.5;0.1;79.0;86;2.3
CDF;20180502;108;895.3;6.6;2.0;79.0;0;1.9
CDF;20180503;48;896.6;6.9;0.0;87.4;0;4.5
CDF;20180504;97;898.2;10.5;0.0;83.4;7;4.8
CDF;20180505;267;900.6;14.0;0.0;73.8;508;3.5
CDF;20180506;318;903.2;16.0;0.0;69.2;756;2.5
CDF;20180507;295;901.3;14.5;0.0;57.3;623;1.8
CDF;20180508;227;896.7;12.8;4.4;74.1;488;1.2
CDF;20180509;200;893.3;12.4;1.8;81.8;261;1.5
CDF;20180510;65;895.5;8.8;5.1;89.2;0;1.9
CDF;20180511;316;901.7;11.5;0.0;72.9;663;1.6
CDF;20180512;293;900.9;13.2;16.5;71.3;572;1.3
CDF;20180513;53;897.2;6.0;2.6;93.3;0;1.9
CDF;20180514;73;893.3;6.9;10.3;92.8;0;1.9
CDF;20180515;124;896.0;9.0;9.6;91.4;62;1.5
CDF;20180516;66;898.9;7.7;12.8;92.7;8;1.3
CDF;20180517;207;901.2;8.7;0.3;85.9;240;2.6
CDF;20180518;259;902.8;11.6;0.0;77.1;516;2.3
CDF;20180519;215;901.9;10.4;2.0;74.5;462;1.5
CDF;20180520;233;902.1;10.1;1.7;82.4;466;1.5
CDF;20180521;276;899.6;12.9;0.0;72.9;433;1.3
CDF;20180522;185;898.2;12.5;8.4;78.5;328;1.2
CDF;20180523;141;901.7;12.6;5.9;87.8;43;1.0
CDF;20180524;225;903.3;13.1;0.3;78.0;451;1.1
CDF;20180525;240;902.9;15.4;0.0;66.1;462;1.1
CDF;20180526;231;903.7;17.6;0.0;62.7;391;1.5
CDF;20180527;182;905.4;17.4;36.8;66.5;224;1.9
CDF;20180528;224;902.4;16.3;17.0;79.6;274;1.5
CDF;20180529;241;902.0;14.1;9.2;83.2;307;1.3
CDF;20180530;259;901.2;15.5;0.0;77.2;475;1.5
CDF;20180531;180;900.8;12.9;13.1;84.4;278;1.6
CDF;20180601;235;904.8;12.9;0.1;84.4;318;1.4
CDF;20180602;260;904.9;14.4;0.0;79.2;372;1.2
CDF;20180603;238;903.1;16.4;1.8;76.6;366;1.7
CDF;20180604;201;897.9;15.5;0.0;85.1;219;1.5
CDF;20180605;235;897.3;16.4;0.4;84.2;232;1.7
CDF;20180606;198;898.4;15.1;10.6;84.0;154;1.2
CDF;20180607;205;901.9;15.3;1.4;85.8;210;1.6
CDF;20180608;165;899.8;15.1;14.7;88.5;135;1.4
CDF;20180609;184;899.7;15.5;1.0;86.5;153;0.9
CDF;20180610;224;899.4;16.8;3.7;79.8;518;1.0
CDF;20180611;148;897.3;15.8;29.0;84.4;207;1.3
CDF;20180612;149;896.2;14.2;36.2;86.4;36;1.6
CDF;20180613;109;896.5;10.4;0.0;87.9;1;3.9
CDF;20180614;347;900.3;11.5;0.0;76.0;632;1.5
CDF;20180615;326;901.3;13.9;0.0;72.5;591;1.9
CDF;20180616;254;901.6;14.9;0.0;74.4;453;1.3
CDF;20180617;177;904.1;13.9;0.0;81.4;219;1.4
CDF;20180618;244;907.2;14.0;0.0;76.0;305;1.2
CDF;20180619;367;909.9;16.6;0.0;73.1;793;2.1
CDF;20180620;329;907.0;19.1;0.0;66.7;732;1.5
CDF;20180621;324;904.9;17.3;0.0;71.2;540;2.2
CDF;20180622;347;906.7;10.7;0.0;61.2;719;4.4
CDF;20180623;375;907.7;12.0;0.0;58.4;862;3.2
CDF;20180624;310;904.8;13.3;0.0;63.7;535;3.2
CDF;20180625;318;904.7;13.7;0.0;67.8;698;4.0
CDF;20180626;371;906.2;16.4;0.0;59.6;847;3.9
CDF;20180627;373;905.3;16.7;0.0;60.6;837;4.6
CDF;20180628;345;901.6;15.6;0.0;56.0;733;6.6
CDF;20180629;278;899.8;16.5;0.0;72.0;460;4.0
CDF;20180630;279;900.1;19.3;0.0;68.7;562;1.0
CDF;20180701;301;899.4;20.9;0.0;62.2;698;1.0
CDF;20180702;232;899.0;20.5;22.5;66.9;440;1.0
CDF;20180703;150;904.3;16.1;24.3;86.0;170;1.0
CDF;20180704;304;903.7;18.8;0.6;68.1;486;1.7
CDF;20180705;176;901.5;14.8;9.7;85.2;156;2.3
CDF;20180706;143;903.9;14.8;1.7;86.1;143;1.6
CDF;20180707;352;907.5;16.7;0.0;69.0;792;2.5
CDF;20180708;324;907.0;17.0;0.0;70.0;729;2.2
CDF;20180709;355;905.5;16.9;0.0;61.0;823;1.9
CDF;20180710;271;903.3;14.7;0.0;67.8;423;1.6
CDF;20180711;330;901.5;11.7;0.0;71.4;714;1.6
CDF;20180712;353;902.1;14.4;0.0;64.5;819;1.4
CDF;20180713;329;904.6;17.3;0.0;59.8;691;1.0
CDF;20180714;284;905.3;18.6;0.1;57.7;466;1.2
CDF;20180715;202;903.0;15.7;18.7;77.6;392;1.1
CDF;20180716;324;901.0;16.5;0.0;65.3;756;1.2
CDF;20180717;298;902.9;16.9;0.0;69.8;579;1.6
CDF;20180718;290;903.9;18.1;0.0;65.4;621;1.8
CDF;20180719;263;902.8;18.5;0.1;66.8;514;1.3
CDF;20180720;203;901.2;17.0;31.4;75.5;387;1.5
CDF;20180721;127;898.9;14.0;7.4;88.1;114;1.2
CDF;20180722;280;901.7;15.4;0.0;71.5;559;1.5
CDF;20180723;314;903.6;17.2;0.0;71.8;692;1.9
CDF;20180724;216;901.1;19.9;0.0;64.8;407;1.5
CDF;20180725;180;902.6;18.4;0.1;75.3;291;0.8
CDF;20180726;339;901.8;19.9;3.9;66.1;795;2.0
CDF;20180727;317;901.0;20.0;2.0;59.4;755;0.7
CDF;20180728;110;898.6;16.5;2.8;82.3;84;1.4
CDF;20180729;332;902.2;18.4;0.0;70.2;778;0.9
CDF;20180730;303;903.8;20.6;0.0;61.7;651;0.8
CDF;20180731;227;904.0;20.7;0.0;65.7;445;1.0
CDF;20180801;214;904.8;20.6;0.0;69.0;370;1.9
CDF;20180802;304;907.0;21.1;0.0;66.3;714;2.2
CDF;20180803;313;906.5;23.1;0.0;63.4;758;2.6
CDF;20180804;200;905.5;21.3;0.0;71.9;379;1.0
CDF;20180805;287;905.5;22.3;0.0;62.1;684;2.1
CDF;20180806;210;904.2;22.0;0.0;63.8;419;1.0
CDF;20180807;234;902.0;21.6;0.8;61.6;482;1.4
CDF;20180808;166;901.7;20.0;0.1;70.9;266;1.9
CDF;20180809;142;900.4;17.2;7.7;74.3;258;3.3
CDF;20180810;300;909.0;14.0;0.0;68.0;632;1.5
CDF;20180811;264;909.9;13.2;0.0;65.9;641;0.9
CDF;20180812;319;903.8;17.5;2.5;55.0;793;1.5
CDF;20180813;120;899.7;16.3;19.4;79.9;62;2.7
CDF;20180814;169;901.6;14.3;0.0;84.2;168;1.1
CDF;20180815;286;905.9;15.1;0.0;72.6;660;1.2
CDF;20180816;279;903.9;17.5;0.0;66.3;656;0.7
CDF;20180817;192;902.4;16.9;0.3;76.9;366;1.7
CDF;20180818;178;906.5;16.1;0.0;83.2;199;1.8
CDF;20180819;264;907.7;16.9;0.0;73.3;620;1.0
CDF;20180820;292;906.5;17.5;0.0;65.2;746;1.1
CDF;20180821;255;905.4;18.8;0.0;71.9;572;1.1
CDF;20180822;234;904.7;18.3;0.0;67.7;572;0.9
CDF;20180823;213;903.1;18.5;9.9;70.1;502;1.9
CDF;20180824;155;901.6;13.8;0.0;86.6;165;2.8
CDF;20180825;49;900.0;8.7;7.6;89.6;12;2.0
CDF;20180826;294;902.3;9.2;0.0;70.9;725;0.9
CDF;20180827;246;901.8;14.6;0.0;67.1;524;1.8
CDF;20180828;258;904.6;16.6;0.0;71.4;689;0.8
CDF;20180829;130;901.4;16.1;28.1;82.4;228;2.7
CDF;20180830;117;905.6;11.9;0.0;86.4;23;1.6
CDF;20180831;60;903.2;10.4;3.8;92.1;0;2.4
CDF;20180901;73;905.2;10.1;0.1;87.4;9;3.4
CDF;20180902;74;904.5;10.5;0.0;86.8;15;3.0
CDF;20180903;117;901.0;11.7;0.0;82.6;74;1.0
CDF;20180904;210;901.4;12.7;0.0;77.2;485;1.0
CDF;20180905;219;902.7;14.4;0.0;72.7;477;0.6
CDF;20180906;72;900.4;12.9;17.3;88.5;8;1.0
CDF;20180907;188;901.0;12.8;0.0;84.3;386;1.5
CDF;20180908;256;905.3;12.8;0.0;77.5;681;0.6
CDF;20180909;252;906.9;14.2;0.0;67.5;662;0.9
CDF;20180910;234;909.2;15.1;0.0;63.3;678;0.6
CDF;20180911;245;911.3;15.9;0.0;65.3;695;0.9
CDF;20180912;204;909.3;18.1;0.6;66.8;501;1.2
CDF;20180913;126;904.6;16.1;0.2;81.4;232;1.4
CDF;20180914;106;904.3;13.8;0.0;85.6;93;0.8
CDF;20180915;238;908.0;12.1;0.0;74.6;598;1.3
CDF;20180916;188;906.8;13.7;0.0;72.9;526;0.9
CDF;20180917;203;907.1;15.1;0.0;70.6;549;0.8
CDF;20180918;216;904.4;16.8;0.0;68.9;584;1.2
CDF;20180919;183;906.6;16.5;0.0;69.7;464;0.7
CDF;20180920;221;907.4;16.5;0.0;72.1;607;0.8
CDF;20180921;106;901.5;13.7;3.7;77.4;185;2.8
CDF;20180922;195;907.5;11.6;0.5;67.5;446;2.1
CDF;20180923;106;905.4;14.9;16.2;81.6;93;4.6
CDF;20180924;123;911.0;6.4;0.0;78.4;191;4.8
CDF;20180925;220;913.7;7.7;0.0;58.8;659;4.4
CDF;20180926;213;915.0;10.8;0.0;70.5;657;0.7
CDF;20180927;210;914.1;12.4;0.0;71.4;653;0.6
CDF;20180928;186;907.2;12.6;0.0;69.5;548;2.2
CDF;20180929;188;903.9;10.1;0.0;77.9;555;3.9
CDF;20180930;139;902.9;11.7;0.0;71.0;277;2.1
CDF;20181001;45;899.4;5.4;3.6;86.2;5;2.2
CDF;20181002;117;906.1;5.3;0.5;78.2;102;1.8
CDF;20181003;96;909.4;8.9;0.0;87.6;84;1.4
CDF;20181004;194;908.3;10.6;0.0;72.5;628;2.2
CDF;20181005;186;906.0;12.5;0.0;68.8;628;0.9
CDF;20181006;118;900.8;13.5;0.0;65.1;193;1.5
CDF;20181007;74;898.6;11.5;0.0;85.5;52;2.2
CDF;20181008;168;902.4;12.2;0.0;83.9;500;1.9
CDF;20181009;171;905.1;12.1;0.0;78.3;606;0.8
CDF;20181010;169;902.0;12.4;0.0;66.2;542;0.8
CDF;20181011;100;899.8;12.2;0.6;74.0;240;1.0
CDF;20181012;162;906.7;14.2;0.0;67.6;597;1.3
CDF;20181013;160;907.6;12.4;0.0;71.4;552;0.5
CDF;20181014;165;899.3;13.0;0.0;58.4;565;1.4
CDF;20181015;160;898.5;11.2;0.0;57.6;557;1.0
CDF;20181016;147;902.5;11.3;0.0;59.7;577;0.6
CDF;20181017;147;903.0;10.2;0.0;64.9;551;1.0
CDF;20181018;146;901.7;12.1;0.0;63.1;543;3.6
CDF;20181019;137;903.5;11.1;0.0;72.6;560;1.7
CDF;20181020;153;909.1;9.6;0.0;70.6;584;1.9
CDF;20181021;149;908.2;9.2;0.0;63.2;580;2.3
CDF;20181022;154;905.9;6.5;0.0;59.7;576;3.6
CDF;20181023;139;911.3;7.2;0.0;61.0;541;1.0
CDF;20181024;92;909.8;7.4;0.0;81.3;127;1.1
CDF;20181025;144;905.4;7.8;0.0;77.6;568;0.8
CDF;20181026;129;897.7;7.3;4.8;56.5;444;2.8
CDF;20181027;29;891.4;2.3;8.0;91.6;0;2.8
CDF;20181028;55;884.6;0.2;2.1;91.4;5;4.8
CDF;20181029;45;882.7;1.5;2.0;94.2;0;4.0
CDF;20181030;47;878.4;1.2;0.1;78.6;90;4.3
CDF;20181031;41;895.7;4.6;0.0;72.4;29;0.7
CDF;20181101;83;894.9;5.8;1.6;80.9;178;1.8
CDF;20181102;40;902.3;4.5;0.4;88.7;2;1.5
CDF;20181103;75;906.2;4.9;0.0;90.3;118;2.8
CDF;20181104;81;900.0;6.8;0.0;76.9;238;0.6
CDF;20181105;112;893.7;9.1;0.0;70.8;492;0.5
CDF;20181106;60;891.9;7.3;0.0;80.8;139;1.4
CDF;20181107;77;894.9;7.1;10.3;80.4;246;1.2
CDF;20181108;67;904.0;5.6;0.0;89.7;60;0.9
CDF;20181109;93;899.6;7.9;0.0;77.2;305;0.7
CDF;20181110;40;894.4;8.8;5.8;75.8;23;2.8
CDF;20181111;65;896.5;9.4;0.5;80.9;218;2.6
CDF;20181112;87;899.4;12.0;0.4;66.7;339;2.7
CDF;20181113;21;908.8;6.7;4.3;90.9;0;1.1
CDF;20181114;99;910.7;5.3;0.0;89.6;443;0.3
CDF;20181115;100;907.9;4.8;0.0;87.1;457;0.3
CDF;20181116;102;906.1;2.9;0.0;81.3;506;1.0
CDF;20181117;72;903.2;-0.1;0.0;84.4;240;2.2
CDF;20181118;98;900.8;-1.6;0.0;82.5;484;1.8
CDF;20181119;8;891.4;-2.9;0.3;89.8;0;4.1
CDF;20181120;60;884.6;-1.0;0.0;77.3;109;1.0
CDF;20181121;57;892.2;2.6;0.0;79.5;90;0.6
CDF;20181122;86;899.3;3.0;0.0;85.0;359;0.4
CDF;20181123;35;900.3;4.2;13.3;75.4;20;1.1
CDF;20181124;66;896.2;2.8;0.0;86.3;266;1.9
CDF;20181125;65;891.6;2.4;0.0;80.9;214;0.8
CDF;20181126;14;886.8;1.2;2.9;92.5;0;1.3
CDF;20181127;20;897.4;-0.2;0.5;93.3;0;0.7
CDF;20181128;57;902.9;0.7;0.0;90.2;72;0.5
CDF;20181129;31;901.9;5.0;0.0;67.3;0;1.3
CDF;20181130;14;898.8;3.7;2.3;80.7;0;1.5
CDF;20181201;55;901.0;3.6;2.5;78.3;151;1.7
CDF;20181202;6;895.3;7.0;51.9;88.2;0;3.8
CDF;20181203;13;897.0;8.3;17.5;91.0;0;5.8
CDF;20181204;24;901.3;5.2;8.4;91.7;20;2.9
CDF;20181205;43;906.4;5.5;2.5;81.8;35;1.0
CDF;20181206;26;903.0;7.1;1.6;90.4;3;2.9
CDF;20181207;32;903.9;5.6;10.2;88.2;80;5.6
CDF;20181208;14;901.5;2.2;15.0;90.1;0;5.7
CDF;20181209;7;894.2;2.9;31.3;90.1;0;6.1
CDF;20181210;18;905.3;0.8;20.0;91.7;0;1.6
CDF;20181211;57;905.3;-3.7;0.1;88.5;98;0.6
CDF;20181212;79;901.2;-5.8;0.0;81.4;426;2.3
CDF;20181213;57;893.8;-4.2;0.0;79.7;191;1.9
CDF;20181214;30;894.2;-3.4;0.0;86.1;0;0.6
CDF;20181215;71;901.3;-4.6;9.8;83.9;327;1.1
CDF;20181216;24;895.8;1.0;1.0;94.6;4;1.9
CDF;20181217;32;900.9;0.0;0.7;93.4;2;1.5
CDF;20181218;70;906.7;0.1;0.0;68.4;369;1.6
CDF;20181219;10;899.8;2.8;8.4;82.3;0;2.2
CDF;20181220;43;900.8;2.1;0.1;84.9;77;3.7
CDF;20181221;6;901.5;5.2;33.6;86.6;0;5.0
CDF;20181222;16;904.3;6.8;2.5;89.5;0;6.2
CDF;20181223;14;908.9;6.6;24.0;90.0;0;4.9
CDF;20181224;18;905.8;3.2;14.2;91.8;31;3.3
CDF;20181225;75;912.8;-1.3;0.0;80.2;436;0.6
CDF;20181226;78;911.4;-1.1;0.0;61.5;436;0.2
CDF;20181227;63;908.1;0.9;0.0;63.4;393;0.5
CDF;20181228;55;907.7;-0.3;0.0;80.0;174;1.0
CDF;20181229;61;911.6;-1.8;0.4;83.1;243;0.7
CDF;20181230;32;914.6;0.7;0.0;93.6;92;0.9
