 

stn;time;gre000d0;p06stads;tre200d0;rre150d0;ure200d0;sre000d0;fkl010d0
DAV;20170724;95;836.6;9.6;13.9;86.7;9;2.8
DAV;20170725;97;836.4;6.4;14.7;89.6;5;2.3
DAV;20170726;80;836.3;6.8;8.7;88.5;1;2.2
DAV;20170727;175;840.1;10.6;0.4;81.3;76;2.3
DAV;20170728;254;840.0;12.5;0.0;87.2;298;3.4
DAV;20170729;308;844.5;15.6;0.2;76.2;569;2.7
DAV;20170730;222;843.8;15.5;7.0;70.6;321;2.2
DAV;20170731;251;845.4;16.6;0.0;64.2;459;1.7
DAV;20170801;272;847.3;19.5;0.0;49.2;515;2.4
DAV;20170802;207;848.2;18.0;0.0;63.6;344;2.1
DAV;20170803;227;846.8;19.2;0.0;60.0;408;2.7
DAV;20170804;228;844.4;18.2;4.2;76.9;382;3.3
DAV;20170805;232;844.2;17.7;0.4;80.4;351;3.3
DAV;20170806;32;844.6;10.3;21.4;96.1;0;3.7
DAV;20170807;310;844.6;12.5;0.0;68.6;635;1.6
DAV;20170808;126;841.2;12.7;37.6;80.5;107;2.8
DAV;20170809;242;841.3;12.4;0.4;86.1;358;3.0
DAV;20170810;112;841.5;8.9;10.7;95.5;126;4.4
DAV;20170811;89;839.1;6.0;17.9;94.5;1;3.6
DAV;20170812;97;843.2;7.3;0.9;88.2;30;1.9
DAV;20170813;284;845.9;12.2;0.0;75.7;430;2.5
DAV;20170814;295;846.4;13.8;0.0;66.5;630;1.6
DAV;20170815;278;848.2;15.5;0.3;61.8;619;2.4
DAV;20170816;164;848.1;14.5;0.0;72.5;158;2.0
DAV;20170817;246;847.0;15.8;0.0;74.0;470;2.6
DAV;20170818;302;846.2;16.8;16.1;66.0;614;2.5
DAV;20170819;108;843.3;10.6;3.0;90.6;20;3.7
DAV;20170820;200;846.1;8.3;0.4;77.6;249;2.9
DAV;20170821;144;847.2;8.4;0.0;66.8;42;2.2
DAV;20170822;229;845.9;12.8;0.0;69.9;347;2.5
DAV;20170823;187;844.7;13.9;0.0;67.7;307;1.5
DAV;20170824;267;846.1;15.8;0.0;66.0;538;2.6
DAV;20170825;269;847.3;16.3;0.0;63.7;633;1.6
DAV;20170826;222;847.1;16.2;1.8;64.0;423;2.0
DAV;20170827;170;846.4;14.9;0.0;67.9;273;1.5
DAV;20170828;178;846.1;14.8;0.1;65.8;290;1.5
DAV;20170829;269;844.7;15.7;0.0;56.0;633;1.7
DAV;20170830;251;843.8;17.9;0.3;56.0;629;1.7
DAV;20170831;51;841.4;13.2;32.9;84.0;3;3.6
DAV;20170901;87;841.7;7.3;32.6;92.4;44;2.8
DAV;20170902;60;838.9;3.9;10.6;91.3;0;3.2
DAV;20170903;164;840.0;4.3;0.3;87.6;157;2.4
DAV;20170904;185;840.1;7.1;10.8;74.7;327;1.8
DAV;20170905;175;846.3;10.4;0.2;83.1;297;1.2
DAV;20170906;108;844.9;11.1;0.3;86.5;75;2.8
DAV;20170907;229;842.0;8.2;0.0;80.7;406;4.6
DAV;20170908;244;839.2;9.5;0.0;70.5;618;1.9
DAV;20170909;33;830.5;7.7;22.9;87.5;3;3.4
DAV;20170910;96;831.6;3.4;3.9;92.3;0;1.3
DAV;20170911;132;830.9;6.7;1.7;86.8;120;3.4
DAV;20170912;104;833.3;4.8;1.8;83.7;36;2.5
DAV;20170913;157;841.2;7.5;0.0;72.2;243;2.2
DAV;20170914;89;837.1;5.5;17.3;83.1;173;2.5
DAV;20170915;146;838.4;3.0;13.6;82.7;266;2.1
DAV;20170916;138;834.3;3.2;6.3;87.4;135;1.9
DAV;20170917;147;836.4;3.6;3.7;84.7;160;2.0
DAV;20170918;221;838.7;3.8;0.7;84.6;414;2.7
DAV;20170919;61;838.6;2.2;3.1;88.9;0;3.5
DAV;20170920;125;842.3;2.4;0.0;89.5;73;3.1
DAV;20170921;228;843.8;4.6;0.0;65.8;596;1.5
DAV;20170922;217;844.0;7.7;0.0;60.3;592;1.7
DAV;20170923;170;845.7;8.3;12.8;72.0;388;2.3
DAV;20170924;141;844.2;6.5;4.7;81.9;241;1.6
DAV;20170925;161;842.8;7.6;3.9;73.1;291;1.8
DAV;20170926;176;844.1;8.0;0.0;77.5;386;2.3
DAV;20170927;113;846.1;8.3;0.5;77.6;77;1.3
DAV;20170928;167;849.4;9.0;0.0;72.2;428;1.8
DAV;20170929;83;848.1;8.9;2.2;83.1;44;1.0
DAV;20170930;144;844.4;10.2;8.0;78.2;308;2.6
DAV;20171001;136;843.2;7.2;0.1;90.7;215;3.6
DAV;20171002;92;845.1;8.0;1.2;79.7;120;1.1
DAV;20171003;54;840.3;7.2;10.7;91.0;43;2.3
DAV;20171004;140;847.5;5.3;0.0;71.6;258;1.5
DAV;20171005;183;844.7;8.8;6.8;52.9;480;2.7
DAV;20171006;93;839.1;2.0;3.5;81.4;141;3.8
DAV;20171007;182;845.2;2.6;0.8;72.6;465;1.6
DAV;20171008;55;840.5;3.8;1.9;85.3;7;2.6
DAV;20171009;131;842.1;4.8;0.0;84.0;216;2.8
DAV;20171010;153;842.8;5.1;0.0;73.4;416;2.1
DAV;20171011;171;845.0;6.3;0.0;65.9;537;1.5
DAV;20171012;172;847.3;6.8;0.0;66.3;544;2.0
DAV;20171013;169;850.9;7.8;0.0;64.7;536;1.7
DAV;20171014;166;851.8;9.3;0.0;65.7;528;1.7
DAV;20171015;166;852.5;10.5;0.0;54.9;524;0.9
DAV;20171016;164;852.1;9.8;0.0;54.3;517;0.9
DAV;20171017;152;850.2;9.5;0.0;45.1;479;1.0
DAV;20171018;159;843.3;8.2;0.0;41.9;509;1.3
DAV;20171019;148;841.3;7.5;0.0;48.1;482;1.5
DAV;20171020;149;841.8;8.3;0.0;53.1;486;1.7
DAV;20171021;120;842.9;8.6;3.6;61.7;319;2.1
DAV;20171022;42;840.1;1.8;8.5;87.1;11;4.2
DAV;20171023;38;840.4;-0.2;4.3;89.8;0;3.7
DAV;20171024;136;847.4;1.6;0.0;86.4;437;1.1
DAV;20171025;125;848.6;5.8;0.0;76.7;419;1.0
DAV;20171026;124;850.5;7.8;0.0;57.6;463;0.9
DAV;20171027;27;845.2;3.9;16.0;82.3;10;3.4
DAV;20171028;135;846.5;1.2;3.9;73.8;449;2.1
DAV;20171029;34;838.1;3.1;15.2;86.2;1;3.8
DAV;20171030;133;840.7;-0.6;0.0;83.3;424;3.7
DAV;20171031;128;844.8;0.6;0.0;65.1;461;1.3
DAV;20171101;91;845.6;3.4;0.0;67.5;223;0.9
DAV;20171102;89;841.5;3.9;0.0;71.9;210;1.9
DAV;20171103;121;840.5;3.8;0.0;65.1;453;1.1
DAV;20171104;102;838.4;5.0;0.0;58.9;390;1.6
DAV;20171105;17;832.9;2.2;21.4;86.2;0;3.0
DAV;20171106;71;834.4;-2.7;0.4;93.5;59;3.4
DAV;20171107;77;836.7;-2.1;3.6;90.0;212;1.6
DAV;20171108;81;835.2;-1.1;0.4;94.9;73;1.8
DAV;20171109;108;839.5;-1.6;0.0;89.2;356;1.8
DAV;20171110;68;841.9;-2.1;1.4;88.2;122;1.0
DAV;20171111;68;838.5;0.5;6.5;91.9;30;1.4
DAV;20171112;44;832.1;0.6;10.2;93.4;19;2.2
DAV;20171113;43;827.3;-4.5;0.2;79.6;0;4.7
DAV;20171114;106;840.2;-6.8;0.0;76.5;420;1.3
DAV;20171115;104;842.6;-4.8;0.0;79.2;417;1.1
DAV;20171116;98;841.2;-1.3;0.0;84.2;391;0.6
DAV;20171117;92;842.8;-2.6;0.0;74.8;362;1.2
DAV;20171118;101;841.1;-3.8;2.1;71.1;408;1.1
DAV;20171119;36;836.5;-3.6;6.7;80.4;2;3.3
DAV;20171120;75;841.9;-3.4;0.4;73.4;62;1.2
DAV;20171121;45;841.0;0.7;0.7;89.4;2;1.3
DAV;20171122;94;840.0;0.3;0.0;68.9;388;1.1
DAV;20171123;76;837.0;0.4;0.0;58.4;254;1.5
DAV;20171124;61;840.6;1.6;0.0;63.9;162;1.3
DAV;20171125;19;834.1;0.0;6.8;81.5;0;3.1
DAV;20171126;42;839.6;-6.0;0.4;75.5;7;3.2
DAV;20171127;65;843.9;-6.0;0.0;71.5;182;2.0
DAV;20171128;53;833.7;-2.8;0.0;77.8;10;0.8
DAV;20171129;39;826.3;-4.1;2.7;87.9;0;2.2
DAV;20171130;34;824.9;-7.8;0.1;80.0;0;2.4
DAV;20171201;78;827.1;-10.3;0.0;77.9;258;1.5
DAV;20171202;70;835.1;-11.3;0.0;75.1;327;1.1
DAV;20171203;84;839.1;-11.5;1.9;73.3;380;1.1
DAV;20171204;30;845.1;-5.1;1.9;88.5;0;2.0
DAV;20171205;67;851.8;-5.3;0.0;82.9;224;0.8
DAV;20171206;79;851.4;-4.3;0.0;76.0;380;0.4
DAV;20171207;79;846.7;-3.4;0.0;60.2;379;1.3
DAV;20171208;30;835.0;-3.2;4.2;73.5;0;3.3
DAV;20171209;39;831.5;-10.3;0.0;70.8;46;2.5
DAV;20171210;19;827.3;-6.0;1.3;73.2;0;2.7
DAV;20171211;19;815.6;2.5;33.5;80.3;0;4.6
DAV;20171212;21;824.2;-3.5;2.1;93.5;0;3.8
DAV;20171213;71;837.4;-7.6;0.0;78.9;255;1.7
DAV;20171214;30;826.1;-3.6;5.7;88.6;0;2.8
DAV;20171215;54;821.5;-4.9;0.4;85.2;183;1.9
DAV;20171216;32;825.0;-6.2;5.1;86.1;6;2.0
DAV;20171217;33;836.8;-7.5;0.2;81.0;0;2.3
DAV;20171218;33;839.8;-7.6;0.9;85.9;0;1.5
DAV;20171219;34;845.4;-5.9;0.1;90.6;8;1.8
DAV;20171220;72;847.7;-6.6;0.0;83.4;286;2.1
DAV;20171221;61;852.0;-3.6;1.8;86.6;233;1.2
DAV;20171222;27;852.3;-0.4;1.2;95.2;0;1.8
DAV;20171223;69;852.4;-2.6;0.0;88.3;350;1.1
DAV;20171224;76;851.1;-3.3;0.0;84.3;372;0.4
DAV;20171225;76;845.3;-2.4;0.0;75.8;372;0.4
DAV;20171226;57;835.2;-1.8;0.0;72.6;175;1.4
DAV;20171227;35;817.8;-0.6;9.2;73.8;28;3.6
DAV;20171228;27;816.6;-6.8;1.6;76.3;0;3.4
DAV;20171229;73;831.0;-9.3;8.3;72.7;280;1.9
DAV;20171230;19;833.2;-2.7;9.2;91.8;0;1.5
DAV;20171231;76;840.1;-0.5;0.8;93.5;357;1.0
DAV;20180101;54;834.2;-3.6;6.5;81.6;185;1.5
DAV;20180102;38;833.8;-4.2;6.2;77.5;10;3.7
DAV;20180103;12;830.9;-2.3;24.0;89.4;0;3.2
DAV;20180104;7;830.1;-1.6;33.2;95.5;0;1.0
DAV;20180105;59;830.0;0.1;0.0;94.6;190;0.7
DAV;20180106;44;830.1;-1.2;0.0;87.8;121;0.8
DAV;20180107;67;837.2;1.3;0.0;69.6;128;2.1
DAV;20180108;71;842.2;3.8;14.4;54.6;301;2.5
DAV;20180109;69;836.8;0.8;0.6;78.2;292;2.4
DAV;20180110;72;835.2;-3.4;0.0;75.6;332;1.1
DAV;20180111;65;833.1;-4.4;0.0;75.5;177;0.5
DAV;20180112;79;839.2;-4.1;0.0;73.9;184;0.9
DAV;20180113;86;840.7;-7.0;0.0;68.4;389;0.4
DAV;20180114;87;837.8;-7.5;0.0;67.0;392;0.6
DAV;20180115;88;839.5;-6.3;0.0;65.7;317;1.2
DAV;20180116;36;827.9;-2.3;19.4;81.8;21;1.9
DAV;20180117;17;823.4;-5.4;11.0;81.4;0;6.0
DAV;20180118;39;833.8;-3.8;3.5;89.9;5;1.3
DAV;20180119;47;829.5;-3.2;9.7;84.5;31;3.0
DAV;20180120;66;833.7;-5.3;38.0;82.0;67;1.8
DAV;20180121;16;827.5;-3.6;60.9;86.9;0;3.7
DAV;20180122;22;834.6;-1.2;35.5;95.3;0;0.9
DAV;20180123;82;842.8;-1.6;0.0;90.6;204;2.3
DAV;20180124;101;848.0;-2.2;0.0;89.0;408;1.1
DAV;20180125;78;842.3;-0.8;0.0;82.4;202;1.2
DAV;20180126;63;838.1;-0.9;0.0;79.3;135;1.1
DAV;20180127;103;845.3;-1.2;0.0;81.8;411;0.7
DAV;20180128;70;854.0;-0.8;0.0;78.3;60;0.5
DAV;20180129;110;853.3;-1.4;0.0;79.3;425;0.5
DAV;20180130;111;849.5;-3.0;0.0;68.7;428;0.7
DAV;20180131;114;841.6;-2.0;0.0;60.0;428;1.2
DAV;20180201;24;825.1;-3.4;5.3;80.9;0;2.5
DAV;20180202;99;826.8;-8.5;0.0;78.7;268;1.0
DAV;20180203;72;825.5;-8.4;0.0;79.8;76;1.2
DAV;20180204;100;829.9;-9.5;0.0;71.4;209;1.1
DAV;20180205;102;836.6;-5.6;0.0;67.8;229;1.3
DAV;20180206;103;832.8;-4.4;0.0;68.1;209;1.0
DAV;20180207;105;827.5;-6.2;0.0;85.3;213;2.8
DAV;20180208;60;832.9;-5.7;0.1;90.6;1;1.9
DAV;20180209;117;834.2;-6.3;0.0;71.3;296;0.9
DAV;20180210;78;833.1;-6.8;0.0;85.4;8;2.1
DAV;20180211;84;830.9;-5.3;3.0;76.3;33;1.6
DAV;20180212;84;829.2;-7.4;0.3;75.5;72;2.3
DAV;20180213;147;833.4;-12.7;0.0;57.5;467;0.9
DAV;20180214;117;831.1;-12.1;0.0;54.8;331;1.0
DAV;20180215;38;836.0;-5.3;11.1;80.7;0;0.5
DAV;20180216;96;842.1;0.6;1.6;94.5;26;2.0
DAV;20180217;87;838.6;0.4;2.8;88.4;106;2.7
DAV;20180218;83;839.3;-4.7;0.0;89.6;0;3.5
DAV;20180219;153;835.8;-7.7;0.0;78.8;467;1.3
DAV;20180220;122;831.1;-8.6;0.0;75.6;165;2.3
DAV;20180221;154;831.1;-9.4;0.0;77.9;422;2.5
DAV;20180222;144;827.5;-9.7;0.0;79.3;205;1.8
DAV;20180223;155;827.8;-8.1;0.0;76.6;445;1.5
DAV;20180224;167;830.6;-4.0;0.0;78.6;513;2.3
DAV;20180225;102;829.7;-10.5;0.0;89.8;142;2.9
DAV;20180226;153;828.3;-16.9;0.0;72.9;292;2.8
DAV;20180227;163;824.9;-19.5;0.0;68.5;434;1.6
DAV;20180228;173;826.6;-14.1;0.1;53.2;446;1.6
DAV;20180301;100;825.8;-5.4;1.7;75.4;117;2.5
DAV;20180302;110;817.0;-2.3;1.9;82.6;122;2.2
DAV;20180303;127;818.1;-2.5;0.8;77.0;190;1.4
DAV;20180304;189;824.7;-0.7;0.0;62.2;545;1.8
DAV;20180305;112;821.9;0.3;0.0;62.6;2;1.5
DAV;20180306;88;815.2;-1.2;1.6;83.3;0;1.1
DAV;20180307;66;819.4;-3.1;2.4;86.5;0;1.4
DAV;20180308;216;830.0;-2.7;0.0;60.7;536;1.5
DAV;20180309;157;834.2;0.1;0.0;55.4;191;2.0
DAV;20180310;77;832.6;1.7;1.5;77.3;10;1.9
DAV;20180311;125;828.4;3.7;0.0;72.6;53;2.3
DAV;20180312;133;821.9;1.5;1.7;80.9;77;1.7
DAV;20180313;143;828.9;0.0;2.0;81.5;167;2.3
DAV;20180314;214;834.1;0.0;0.0;63.3;477;1.5
DAV;20180315;118;827.3;0.5;2.1;63.4;43;2.5
DAV;20180316;178;825.3;0.8;0.0;70.0;301;1.3
DAV;20180317;128;820.1;-0.2;3.1;77.2;18;1.8
DAV;20180318;139;817.5;-2.9;2.3;90.4;66;4.1
DAV;20180319;110;822.7;-5.6;1.4;87.2;0;4.0
DAV;20180320;200;826.6;-7.8;0.1;81.9;204;3.8
DAV;20180321;232;836.4;-8.5;0.1;74.5;375;2.5
DAV;20180322;215;837.7;-7.5;0.5;67.2;372;2.4
DAV;20180323;200;829.7;-4.4;0.0;72.5;144;2.4
DAV;20180324;249;822.4;-3.5;0.0;52.7;601;1.9
DAV;20180325;250;827.4;-1.2;0.0;57.4;590;1.4
DAV;20180326;77;831.6;-1.2;2.0;85.0;3;2.8
DAV;20180327;159;835.4;-1.6;4.3;84.2;137;1.6
DAV;20180328;195;832.9;2.4;6.9;77.0;196;1.4
DAV;20180329;136;828.7;-0.2;3.2;92.8;20;3.7
DAV;20180330;207;828.0;1.7;7.0;76.8;251;2.9
DAV;20180331;193;821.1;-1.2;1.9;89.4;182;3.4
DAV;20180401;135;829.0;-2.3;0.8;76.2;17;3.0
DAV;20180402;231;835.4;1.6;0.0;51.3;408;2.1
DAV;20180403;147;835.5;5.2;0.0;55.8;87;2.8
DAV;20180404;172;833.9;4.7;4.9;66.8;130;3.0
DAV;20180405;208;834.8;2.1;0.0;75.8;234;2.1
DAV;20180406;267;841.3;3.2;0.0;45.1;627;1.5
DAV;20180407;282;840.4;5.5;0.0;48.1;628;1.8
DAV;20180408;247;837.1;5.5;0.0;58.0;501;2.2
DAV;20180409;158;832.7;5.3;0.0;61.6;34;1.2
DAV;20180410;240;829.7;4.5;1.4;67.5;430;2.4
